id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,dichTen
36042,Unisex,Accessories,Bags,Duffel Bag,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Duffle Bag,Túi xách du lịch unisex màu xanh dương OTLS
36073,Unisex,Accessories,Bags,Duffel Bag,Khaki,Winter,2012.0,Casual,OTLS Unisex Khaki Gym Bag,Túi tập gym màu kaki unisex OTLS
21250,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Summer,2011.0,Casual,Skybags Unisex Navy Duffle Bag,Túi xách du lịch Skybags Unisex màu xanh navy
36666,Unisex,Accessories,Bags,Duffel Bag,Brown,Summer,2012.0,Casual,Paridhan Unisex Brown Duffle Bag,Túi vải thô màu nâu Unisex Paridhan
1943,Unisex,Accessories,Bags,Duffel Bag,Grey,Summer,2011.0,Casual,Domyos Grey Duffle Duffle Bag,Túi xách Domyos màu xám
36075,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2012.0,Casual,OTLS Unisex Blue Gym Bag,Túi tập gym unisex màu xanh dương OTLS
30203,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Nike Unisex Legend Black Duffle Bag,Túi xách Nike Legend màu đen unisex
22667,Unisex,Accessories,Bags,Duffel Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Black & Red Duffel Bag,Túi du lịch Wildcraft Unisex màu đen và đỏ
39502,Unisex,Accessories,Bags,Duffel Bag,Orange,Summer,2012.0,Casual,Peter England Unisex Orange Duffle Bag,Túi xách du lịch unisex màu cam Peter England
34122,Unisex,Accessories,Bags,Duffel Bag,Khaki,Summer,2012.0,Casual,Turtle Unisex Khaki Duffle Bag,Túi xách du lịch Turtle Unisex màu kaki
57242,Women,Accessories,Bags,Duffel Bag,Brown,Summer,2012.0,Casual,Murcia Women Brown Duffle Bag,Túi xách nữ Murcia màu nâu
39504,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Duffle Bag,Túi xách du lịch màu đen unisex Peter England
39505,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Duffle Bag,Túi xách du lịch màu đen unisex Peter England
48166,Women,Accessories,Wallets,Wallets,Yellow,Winter,2016.0,Casual,Fossil Women Yellow Wallet,Ví nữ màu vàng hiệu Fossil
43392,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Men Brown Wallet,Ví nam Lino Perros màu nâu
33396,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Kites Jimmy Purple Wallet,Ví nữ Baggit Kites Jimmy màu tím
15942,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Turtle Men Leather Black Wallets,Ví da nam màu đen hiệu Turtle
58476,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet,Ví nam Fossil màu nâu
18050,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Wallet,Ví nữ Lino Perros màu nâu trơn
20468,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Udaan Jhuti Purple Wallet,Ví nữ Baggit Udaan Jhuti màu tím
47155,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Peter England Men Brown Wallet,Ví nam màu nâu Peter England
23688,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Newhide Brown Men Antique Wallet,Ví nam Newhide màu nâu cổ điển
36917,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Black Wallet,Ví nam Fossil màu đen
58483,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet,Ví nam Fossil màu nâu
20626,Women,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Baggit Women Voodoo Lovely Red Wallet,Ví nữ Baggit Voodoo Lovely màu đỏ
27775,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet,Ví nam Bulchee màu đen
20628,Women,Accessories,Wallets,Wallets,Grey,Winter,2015.0,Casual,Baggit Women Voodoo Viva Grey Wallet,Ví nữ Baggit Voodoo Viva màu xám
42918,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet,Ví nữ màu đen hiệu French Connection
58241,Women,Accessories,Wallets,Wallets,Beige,Summer,2012.0,Casual,Baggit Women Beige Wallet,Ví nữ Baggit màu be
44258,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Hidekraft Women Red Wallet,Ví nữ Hidekraft màu đỏ
47344,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Wallet,Ví nữ Baggit màu xanh hải quân
18045,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Sequin Blue Wallet,Ví nữ Lino Perros đính sequin màu xanh dương
21813,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Evans Zippass case Black Wallet,Ví da nam Fossil Evans Zippass màu đen
28594,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Peter England Men Leather Brown Wallet,Ví da nam màu nâu Peter England
18044,Women,Accessories,Wallets,Wallets,Yellow,Winter,2015.0,Casual,Lino Perros Women Sequin Yellow Wallet,Ví nữ Lino Perros màu vàng đính sequin
58165,Women,Accessories,Wallets,Wallets,Cream,Fall,2012.0,Casual,Rocky S Women Cream Wallet,Ví nữ màu kem Rocky S
53360,Women,Accessories,Wallets,Wallets,Pink,Summer,2012.0,Casual,Puma Woman Pink Big Cat Wallet,Ví nữ Puma hình mèo lớn màu hồng
48137,Women,Accessories,Wallets,Wallets,Grey,Winter,2016.0,Casual,Fossil Women Grey Wallet,Ví nữ Fossil màu xám
38358,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Peter England Men Brown Wallet,Ví nam màu nâu Peter England
14841,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Wallets,Ví nam màu đen trơn hiệu United Colors of Benetton
44608,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Formal,Van Heusen Men Brown Wallet,Ví nam Van Heusen màu nâu
20564,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Turnoff Taj Brown Wallet,Ví nữ Baggit Turnoff Taj màu nâu
21810,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Hood Traveller Brown Wallet,Ví nam Fossil Hood Traveller màu nâu
47387,Women,Accessories,Wallets,Wallets,Grey,Summer,2012.0,Casual,Baggit Women Grey Wallet,Ví nữ màu xám Baggit
41258,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Arrow Men Black Wallet,Ví nam Arrow màu đen
20465,Women,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Baggit Women Red Famous Taj Wallet,Ví nữ Baggit màu đỏ nổi tiếng Taj
27752,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet,Ví nam Bulchee màu đen
18566,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,Puma Women Black Wallet,Ví nữ Puma màu đen
14969,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Formal,Newhide Smooth Finish Wallet,Ví Newhide bề mặt nhẵn
36541,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,United Colors of Benetton Men Leather Black Wallet,Ví da nam màu đen hiệu United Colors of Benetton
14845,Men,Accessories,Wallets,Wallets,Brown,Summer,2011.0,Casual,United Colors of Benetton Men Solid Brown Wallets,Ví nam màu nâu trơn hiệu United Colors of Benetton
20563,Women,Accessories,Wallets,Wallets,Green,Winter,2015.0,Casual,Baggit Women Turnoff Taj Green Wallet,Ví nữ Baggit Turnoff Taj Green
7618,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,Wrangler Men Black Leather Wallet,Ví da đen nam Wrangler
43395,Men,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Lino Perros Men Navy Blue Wallet,Ví nam Lino Perros màu xanh hải quân
20477,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Baggit Women Oscar Opart Beige Wallet,Ví nữ Baggit Oscar Opart màu be
20483,Women,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Baggit Women Quick Buffalo Black Wallet,Ví nữ Baggit Quick Buffalo màu đen
33447,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Leather Brown Wallet,Ví da nữ màu nâu Baggit
43390,Men,Accessories,Wallets,Wallets,Black,Spring,2012.0,Casual,Lino Perros Men Black Wallet,Ví nam màu đen Lino Perros
36922,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Black Harper Wallet,Ví nam Fossil Harper màu đen
25304,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Classic Brown Wallet,Ví nữ cổ điển màu nâu Lino Perros
32604,Men,Accessories,Wallets,Wallets,Brown,Spring,2013.0,,Levitate Men Brown Wallet,Ví nam Levitate màu nâu
14848,Men,Accessories,Wallets,Wallets,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige Wallets,Ví nam in họa tiết màu be hiệu United Colors of Benetton
58249,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Brown Wallet,Ví nữ Baggit màu nâu
17094,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Button Flap Brown Wallet,Ví nữ Lino Perros có nắp gập cài nút màu nâu
58247,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Baggit Women Red Wallet,Ví nữ Baggit màu đỏ
25097,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Lino Perros Men Leather Black Wallet,Ví da nam Lino Perros màu đen
47415,Women,Accessories,Wallets,Wallets,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Rapchik Chino Wallet,Ví nữ Baggit Bronze Rapchik Chino
42074,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,American Tourister Men Black Coin Passcase Wallet,Ví đựng tiền xu và thẻ American Tourister màu đen dành cho nam
58248,Women,Accessories,Wallets,Wallets,Purple,Winter,2016.0,Casual,Baggit Women Purple Wallet,Ví nữ Baggit màu tím
52781,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Fiorelli Women Black Wallet,Ví nữ màu đen Fiorelli
23689,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Newhide Black Men Casual Wallet,Ví nam Newhide màu đen kiểu dáng thường ngày
17091,Women,Accessories,Wallets,Wallets,White,Winter,2015.0,Casual,Lino Perros Women Button Flap White Wallet,Ví nữ Lino Perros có nắp gập cài nút màu trắng
38134,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Wildcraft Women Blue Wallet,Ví nữ Wildcraft màu xanh dương
18565,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Puma Men Bolt LS Black Belt,Đai dài tay Puma Bolt màu đen dành cho nam
17779,Men,Accessories,Belts,Belts,Olive,Fall,2011.0,Formal,Reid & Taylor Men Olive Belt,Thắt lưng màu ô liu dành cho nam của Reid & Taylor
15218,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Solid Belt,Dây đai trơn United Colors of Benetton
19506,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Wrangler Stud Men Black Belts,Thắt lưng nam Wrangler Stud màu đen
46306,Men,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,ADIDAS Men Grey Urban Belt,Thắt lưng nam Adidas màu xám kiểu đô thị
36526,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Belt,Đai đen nữ hiệu United Colors of Benetton
35065,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Allen Solly Men Reversible Leather Black & Brown Belt,"Thắt lưng da hai mặt Allen Solly dành cho nam, màu đen và nâu."
35068,Men,Accessories,Belts,Belts,Black,Winter,2012.0,Casual,Allen Solly Men Black Belt,Đai đen Allen Solly dành cho nam
37066,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Lino Perros Women Black Belt,Đai đen nữ Lino Perros
14972,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,New Hide Men Solid Black Belts,Thắt lưng nam màu đen trơn mới của Hide
33481,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Baaz Sandwichtost Purple Belt,Baggit Women Baaz Sandwichtost Purple Belt
50217,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Stoln Women Black Belt,Đai đen Stoln dành cho nữ
8113,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Coffee Canvas Beige Stiches Belt,Thắt lưng Fastrack Nam Cà phê Canvas Màu be
25756,Men,Accessories,Belts,Belts,Olive,Winter,2015.0,Casual,Lino Perros Men Canvas Olive Belt,Thắt lưng vải ô liu cho nam Lino Perros
14593,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Thắt lưng nam màu đen trơn hiệu United Colors of Benetton
18603,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,New Hide Men Leather Black Belt,Thắt lưng da nam màu đen mới
27809,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Formal,Bulchee Men Brown And Black Reversible Belt,Thắt lưng nam Bulchee màu nâu và đen có thể đảo chiều
14978,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,New Hide Men Solid Black Belts,Thắt lưng nam màu đen trơn mới của Hide
8309,Men,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Men Non Leather Black Silver Color Brass Belt,"Thắt lưng Fastrack nam không làm bằng da, màu đen bạc, chất liệu đồng thau."
45317,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Thắt lưng nam 2 mặt màu đen nâu Van Heusen
58467,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Men Brown Belt,Đai nâu Fossil Men
47164,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt,Đai nâu nam Peter England
15939,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Turtle Men Leather Brown Belts,Thắt lưng da màu nâu dành cho nam hiệu Turtle
27808,Men,Accessories,Belts,Belts,Black,Summer,2013.0,Formal,Bulchee Men Reversible Prong Black Belt,"Đai đen Bulchee dành cho nam, có thể đảo chiều, khóa cài."
51266,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Parx Men Black Belt,Đai đen Parx dành cho nam
18830,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Formal,Peter England Men Formal Black Belt,Đai đen trang trọng dành cho nam giới của Peter England
3710,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Lee Men Navy Blue Canvas Belt,Thắt lưng vải canvas màu xanh hải quân Lee dành cho nam
45315,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Thắt lưng nam 2 mặt màu đen nâu Van Heusen
37994,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,New Hide Men Brown Belt,Thắt lưng da nâu nam mới
46074,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Lino Perros Men Brown Leather Belt,Thắt lưng nam da nâu Lino Perros
30152,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Wrangler Men Black Belt,Đai đen nam Wrangler
25426,Men,Accessories,Belts,Belts,Black,Spring,2014.0,Casual,Puma Men Carve Black Belt,Đai đen Puma Carve dành cho nam
19889,Men,Accessories,Belts,Belts,Olive,Summer,2011.0,Casual,Lee Men Canvas Olive Belt,Thắt lưng vải canvas màu ô liu dành cho nam của Lee
17064,Women,Accessories,Belts,Belts,Navy Blue,Winter,2015.0,Casual,Lino Perros Women Weaved  Navy Blue Belt,Thắt lưng dệt màu xanh hải quân dành cho nữ của Lino Perros
40223,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Provogue Men Black Leather Belt,Thắt lưng da đen nam Provogue
48549,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Wrangler Women Black Belt,Đai đen nữ Wrangler
14820,Men,Accessories,Belts,Belts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Green Belts,Thắt lưng nam sọc xanh lá cây hiệu United Colors of Benetton
38418,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Purple Choti Eva Belt,Thắt lưng Choti Eva màu tím dành cho nữ của Baggit
8120,Men,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Men Black Belt,Đai đen Fastrack dành cho nam
37704,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wills Women Brown Braided Belt,Thắt lưng bện màu nâu dành cho nữ hiệu Wills
18836,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Peter England Men Classic Black Belt,Đai đen cổ điển dành cho nam của Peter England
34808,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Flying Machine Men Black Belt,Đai đen dành cho nam giới sử dụng máy bay.
14828,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Thắt lưng nam màu đen trơn hiệu United Colors of Benetton
21000,Men,Accessories,Belts,Belts,White,Winter,2016.0,Casual,Fastrack Men Leatherette White Belt,Đai da giả màu trắng Fastrack dành cho nam
28589,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Leather Brown Belt,Thắt lưng da màu nâu dành cho nam của Peter England
24779,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Ladies Belts Black Black Belts,Thắt lưng nữ Lino Perros màu đen.
35060,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Allen Solly Men Leather Brown Belt,Thắt lưng da màu nâu dành cho nam của Allen Solly
10333,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Indigo Nation Men chert Brown Belts,Indigo Nation Men chert Brown Belts
35069,Men,Accessories,Belts,Belts,Black,Winter,2012.0,Casual,Allen Solly Men Black & Brown Reversible Belt,Thắt lưng hai mặt màu đen và nâu Allen Solly dành cho nam
14171,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Belmonte Men Matt Finish Black Belts,Đai đen Belmonte Matt Finish dành cho nam
36386,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Reid & Taylor Men Black Socks,Vớ đen nam Reid & Taylor
14613,Men,Accessories,Socks,Socks,Black,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 Black Socks,Bộ 2 đôi tất đen dành cho nam hiệu United Colors of Benetton.
17389,Men,Accessories,Socks,Socks,Red,Summer,2016.0,Casual,Reid & Taylor Men Solid Red Socks,Vớ nam màu đỏ trơn hiệu Reid & Taylor
54339,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men Pack of 3 Socks,Bộ 3 đôi tất Levi's dành cho nam
31990,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Formal,Playboy Men Black Socks,Vớ đen nam Playboy
33780,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Puma Men Formstripe Navy Blue Socks,Vớ nam Puma Formstripe màu xanh hải quân
49228,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Calzini Men Pack of 5 Sport Socks,Hộp 5 chiếc tất thể thao Calzini dành cho nam
18358,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Casual,Fila Men Ankel Black Socks,Vớ cổ ngắn màu đen dành cho nam hiệu Fila
29218,Women,Accessories,Socks,Socks,Red,Summer,2013.0,Sports,Fila Women Pack Of 3 Socks,Bộ 3 đôi tất Fila dành cho nữ
32005,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Formal,Playboy Men Grey Socks,Vớ nam màu xám hiệu Playboy
17401,Men,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Reid & Taylor Men Stripes Blue Socks,Vớ nam kẻ sọc màu xanh dương hiệu Reid & Taylor
17793,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Solid Brown Socks,Vớ nam màu nâu trơn hiệu Reid & Taylor
58309,Men,Accessories,Socks,Socks,Charcoal,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,Bộ 3 đôi tất nam Jockey LCESCBRA năm 2004
32029,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Sports,Playboy Men Pack of 3 Socks,Bộ 3 đôi tất Playboy dành cho nam
36384,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Reid & Taylor Men Black Socks,Vớ đen nam Reid & Taylor
53805,Unisex,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Kids Unisex Pack Of 3 Socks,Bộ 3 đôi tất Puma dành cho trẻ em (unisex).
40237,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Provogue Men Pack of 3 Striped Socks,Bộ 3 đôi tất sọc Provogue dành cho nam.
37655,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Formal,Playboy Men Cream Socks,Vớ màu kem dành cho nam của Playboy
31995,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Playboy Men Navy Socks,Vớ màu xanh hải quân dành cho nam của Playboy
54343,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Levis Men Pack of 3 Socks,Bộ 3 đôi tất Levi's dành cho nam
43561,Men,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Men Pack of 3 Socks,Bộ 3 đôi tất nam Puma
17298,Men,Accessories,Socks,Socks,White,Winter,2015.0,Sports,Puma Men Pack of 3 Sports Socks,Bộ 3 đôi tất thể thao Puma dành cho nam.
29108,Unisex,Accessories,Socks,Socks,Brown,Summer,2012.0,Casual,Puma Unisex FTPA Quarters Brown Socks,Vớ cổ ngắn Puma Unisex FTPA màu nâu
7678,Women,Accessories,Socks,Socks,Pink,Summer,2016.0,Casual,Wrangler Women Pink Secret Socks,Vớ nữ Wrangler màu hồng bí mật
36375,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Vớ nam màu xanh hải quân Reid & Taylor
57917,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Fruit of the Loom Men White Pack of Three Socks,Bộ ba đôi tất trắng Fruit of the Loom dành cho nam.
51339,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Raymond Men Brown Socks,Vớ nam Raymond màu nâu
43555,Women,Accessories,Socks,Socks,Cream,Summer,2012.0,Casual,Puma Women Cream Socks,Vớ nữ Puma màu kem
14614,Men,Accessories,Socks,Socks,Navy Blue,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 Navy Blue Socks,Bộ 2 đôi tất màu xanh hải quân dành cho nam của United Colors of Benetton.
24872,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Casual,Reid & Taylor Men Bright Assorted Cream Socks,Vớ nam Reid & Taylor màu kem nhiều màu sắc tươi sáng
30543,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Sports,Nike Unisex Pack of 3 Socks,Bộ 3 đôi tất Nike Unisex
9372,Unisex,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Unisex ABS Blue Socks,Vớ Puma Unisex ABS màu xanh dương
18582,Women,Accessories,Socks,Socks,Black,Summer,2011.0,Casual,Puma Women Pack of 2 Socks,Bộ 2 đôi tất Puma dành cho nữ
36411,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Vớ nam màu xanh hải quân Reid & Taylor
32023,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Playboy Men Multi Coloured Socks,Vớ nhiều màu dành cho nam giới hiệu Playboy
9352,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Puma Men Sports Socks 1 Pair White Socks,"Vớ thể thao nam Puma, 1 đôi, màu trắng."
12403,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Formal,Reid & Taylor Men Solid Brown Socks,Vớ nam màu nâu trơn hiệu Reid & Taylor
58322,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,"Bộ 3 đôi tất trắng Jockey LCESCBRA dành cho nam, năm 2004."
18359,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Fila Men No Show White Socks,Vớ trắng Fila nam không lộ cổ chân
29207,Men,Accessories,Socks,Socks,White,Summer,2013.0,Sports,Fila Men White Socks,Vớ trắng nam Fila
43405,Men,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,Vớ nam Lino Perros Monday to Friday
58319,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,"Bộ 3 đôi tất trắng Jockey LCESCBRA dành cho nam, năm 2004."
32166,Women,Accessories,Socks,Socks,Red,Summer,2017.0,Casual,Playboy Women Playmate Red Ankle Socks,Vớ mắt cá chân màu đỏ Playboy Women Playmate
8507,Unisex,Accessories,Socks,Socks,Black,Summer,2011.0,Sports,Nike Unisex  Black Socks,Vớ đen unisex Nike
6699,Men,Accessories,Socks,Socks,White,Summer,2011.0,Sports,Nike Men's Nsw Clsc White Socks,"Vớ trắng Nike dành cho nam, dòng NSW CLSC."
32037,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White Socks,Vớ trắng nam Playboy
17406,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Stripes Brown Socks,Vớ nam kẻ sọc màu nâu hiệu Reid & Taylor
37886,Unisex,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Happy Socks Unisex Black Pack of Two Socks,Bộ 2 đôi tất Happy Socks Unisex màu đen
21573,Men,Accessories,Socks,Socks,Multi,Winter,2015.0,Casual,Lino Perros Men Pack of Five Pair Socks,Bộ 5 đôi tất nam Lino Perros
32024,Men,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Playboy Men Striped Socks,Vớ sọc Playboy dành cho nam
29199,Men,Accessories,Socks,Socks,Grey,Summer,2012.0,Sports,Fila Men Grey Socks,Vớ nam Fila màu xám
17394,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Solid Brown Socks,Vớ nam màu nâu trơn hiệu Reid & Taylor
37881,Unisex,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Happy Socks Unisex Navy Blue Socks,Vớ Happy Socks Unisex màu xanh hải quân
36333,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White & Red Socks,Vớ nam Playboy màu trắng và đỏ
32163,Women,Accessories,Socks,Socks,Lavender,Summer,2017.0,Casual,Playboy Women Playmate Lavender Ankle Socks,Vớ mắt cá chân màu tím oải hương Playboy Women Playmate
48684,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings,Bông tai bạc Lucera dành cho nữ
58030,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Casual,Rreverie Golden & Black Earrings,Bông tai Reverie vàng và đen
